"","lambda","G"
"1",0.0429217064316838,59.2328391613152
"2",0.0426566918515782,59.9246220212197
"3",0.0429405561904662,59.2957586117517
"4",0.0430630808803457,59.6065091603067
"5",0.042635454857751,59.9279997692043
"6",0.0428445561157224,59.7424464889793
"7",0.0428918354763659,59.5205008791809
"8",0.0429132587273069,59.5109390444409
"9",0.043091675500203,59.3193730189041
"10",0.0427544167706207,59.6338875333221
