"","omega","psi","G"
"1",0.209042114984897,178.904837550701,95.0027275330027
"2",0.201733233915729,196.085965987509,88.8942594083267
"3",0.180781510533145,189.279586220109,56.1613034506037
"4",0.217985274193626,177.571542298352,115.635748700836
"5",0.186766444035102,178.529551805525,56.9671991735516
"6",0.192621196800382,182.930620964279,62.6284324656668
"7",0.192237781541932,183.275020151742,62.351523768665
"8",0.187764041372133,170.967315514741,55.7773589802983
"9",0.213725180920075,181.844961072014,109.943838980778
"10",0.201745233683943,174.932236672273,72.3705228692077
"11",0.186565553199062,179.413255393865,57.06024328389
"12",0.180700491274003,182.234717896339,54.7255332779307
"13",0.192929372379728,185.962334025875,64.0428272361589
"14",0.188310566528581,170.774600907459,55.9894926027867
"15",0.205973364600286,184.543080475607,93.4898045418796
"16",0.217272239398725,170.375633091602,103.861400021445
"17",0.211008144086292,160.181602226586,69.776430615038
"18",0.202075240173855,180.871630699922,80.3840299765251
"19",0.190947761101393,177.875312731922,58.8536237184924
"20",0.183730616332231,184.501254280915,56.7186393674673
"21",0.195960757888355,175.420746857139,61.1926424814509
"22",0.190213440776613,162.332960405962,54.9117969951489
"23",0.195140649247956,190.649686196015,67.853229377476
"24",0.201427312013019,166.355623801547,60.8549491111612
"25",0.201103468613654,180.547321748097,78.2036579402069
"26",0.199454773276631,174.178524876459,66.8217181325168
"27",0.176009733496584,174.758294047642,50.9411692815294
"28",0.172879397259286,176.497959248943,49.7281330297512
"29",0.201414548896921,164.820511569095,60.4451192595294
"30",0.179584945865499,185.046662129676,54.7131922733448
"31",0.180106172291546,178.528012782948,53.6892407111853
"32",0.180484044447786,176.973024302401,53.5637490088985
"33",0.178870625227745,170.184241486911,51.4226378785502
"34",0.18617380930071,175.845070931388,56.0964646572586
"35",0.188127010303671,175.958504518321,57.0621926981308
"36",0.176372439410277,192.125119508976,54.3746573170763
"37",0.176792926890792,182.003715814383,52.7061180994414
"38",0.186773180435105,174.530025763967,56.0976038791936
"39",0.16677271095306,173.860630691468,46.2661529005841
"40",0.190450298606725,168.929135380454,56.5585500931168
"41",0.194186782640905,177.549064586105,60.3342880537799
"42",0.190469310346024,196.482281234363,62.7718294285698
"43",0.192297024993752,173.511588066243,58.4855218444267
"44",0.192300951018912,188.543181621498,61.960229642481
"45",0.166527163317742,175.523348714504,46.4218220107182
"46",0.187463970823889,174.955485774495,56.5218585019679
"47",0.209222087446364,187.392290855758,104.607940868131
"48",0.187294126330125,185.510817522739,58.7398475431975
"49",0.187841808382759,175.766925152998,56.8825922828088
"50",0.174051525729926,178.189353002947,50.6183243924288
"51",0.196022556370646,170.806148005933,59.5635783098034
"52",0.189982775011858,167.229546187574,55.9506608177189
"53",0.191451245934225,173.163437502087,58.006945893948
"54",0.199756478560492,171.54644148818,62.921851947438
"55",0.182742319114155,169.75358128466,53.1599482442934
"56",0.183318452572567,182.169188127571,56.0293523175118
"57",0.16935020554221,180.881168138583,48.7333494957633
"58",0.183052397036445,171.471289805788,53.6683822858597
"59",0.187135190275585,191.972936431607,60.0383016034796
"60",0.193090976333873,164.238476001739,56.6404372328385
"61",0.195431871103918,173.853266274227,60.0350895689202
"62",0.1979677313667,198.61131585491,67.9231342350741
"63",0.180735695909392,186.210784974909,55.5328369902114
"64",0.197900252326881,167.511532766254,59.5912497436913
"65",0.228158929055176,170.037881430577,129.646572079756
"66",0.199401110253417,188.498383153398,80.8574134129118
"67",0.200718999646945,166.804073670204,60.660747616786
"68",0.183626166370073,190.399495096516,57.8731349217837
"69",0.188211110350719,175.917107471819,57.0934218127777
"70",0.17600468907313,171.818243262572,50.3764808555833
"71",0.187971540253889,187.280969590545,59.4667275859275
"72",0.181056870262678,181.118934997955,54.6813627792589
