"","lambda","G"
"61",0.0429948534111669,59.5475104848421
"62",0.0430166555112672,59.7732356461407
"63",0.0428347068448649,59.6446058917293
"64",0.0428467194388011,59.9608770978273
"65",0.0428874447915719,59.7651343734729
"66",0.042819027700646,59.6824435429236
"67",0.042916729905723,59.5858091423885
"68",0.0430285091259159,59.5461342574804
"69",0.0431241458352003,59.244249573253
"70",0.0429861804881296,59.2550359932977
"71",0.042869695443256,59.3860164701427
"72",0.0428463344407035,59.4406178010596
"73",0.042883843440086,59.6573992902433
"74",0.0427781690081068,59.5826347826873
"75",0.0430860602629281,59.0995067117104
"76",0.0429404148537431,59.6914018399609
"77",0.0429798241424854,59.5575584673269
"78",0.0426907230646796,59.9119901977608
"79",0.0429493941712766,59.6776383976748
"80",0.0429914657853813,59.4967459770294
"81",0.0429981712707628,59.5483112109223
"82",0.0427544026147529,59.9107801778642
"83",0.0429929737043333,59.5153219310217
"84",0.0426285383582068,59.9590071265955
"85",0.0428778987955308,59.8216295070991
"86",0.0430821998341934,59.5753688287189
"87",0.0429336774502456,59.5918349653437
"88",0.0429809759839401,59.6532620539113
"89",0.0428021304578617,59.5400856156866
"90",0.0428350950839069,59.6129494886462
"91",0.0429589219255733,59.6407543547524
"92",0.0427589651475272,59.7421717687574
"93",0.0430136060292943,59.4550569589663
"94",0.0429715549321003,59.6579800864498
"95",0.0430633156611503,59.5629106679474
"96",0.0429050632493176,59.6303020508999
"97",0.0430123472400345,59.4384472317874
"98",0.0432641918409505,59.1561343215185
"99",0.0429154218142468,59.5202994302286
"100",0.0429495854761996,59.6446957085034
"101",0.0429383364468594,59.6058835383803
"102",0.0429479345558803,59.5586668411256
"103",0.0427504098888893,59.6108716538491
"104",0.0430797230369942,59.2714103131642
"105",0.0428985909249347,59.3105417959268
"106",0.0430788246619624,59.671055951684
"107",0.0428384858083544,59.9811681983753
"108",0.0432008866929493,58.94043272687
"109",0.0430884382757685,59.6358727465989
"110",0.0428892868475583,59.5920032030152
"111",0.0430685350504453,59.4920640539753
"112",0.0430323986975256,59.1716295988315
"113",0.0428587656614868,59.5224002278511
"114",0.0428576660047305,59.7906155265527
"115",0.0429811291796552,59.1866222203098
"116",0.0428941942478382,59.5414143855617
"117",0.0429597753195817,59.4265730021581
"118",0.0428518233707521,59.9219693976742
"119",0.0427836178368709,59.8584536964037
"120",0.0428471117050216,59.4846055263014
"121",0.0429783950114905,59.438514024598
"122",0.0429566748373122,59.4352724295558
"123",0.0429229347545941,59.5566248170232
"124",0.0428770093542665,59.5150296930502
"125",0.0429983863298949,59.4468802255061
"126",0.0427425086952926,59.7912453385475
"127",0.0427600005589649,59.6836102917512
"128",0.0427505212909271,59.629859044099
"129",0.0428567690979439,59.2276760841019
"130",0.042866322206983,59.7382263693064
"131",0.0429752845266675,59.1867124427037
"132",0.0427924978463669,59.6103227544914
"133",0.0428886109571989,60.0036548612199
"134",0.0426571527656848,59.9230733710655
"135",0.0431439687817077,59.3530795056938
"136",0.042853307480495,59.7504341325266
"137",0.042767555564735,59.7221705764031
"138",0.0429594630545728,59.5535703697999
"139",0.042936390427355,59.420935376984
"140",0.0426923058666649,59.5982963899677
"141",0.0427291228699296,59.4747210227605
"142",0.0426453484084421,59.7996474973247
"143",0.0428210313337117,59.5849566567775
"144",0.0430144098789369,59.5491993565882
"145",0.0428231879779419,59.5059103768583
"146",0.0428060491223211,59.6099366299252
"147",0.0429555540557147,59.5330297955774
"148",0.0428934142018629,59.7615683072096
"149",0.0428092405807581,59.7457292225604
"150",0.0431627111535347,59.3721419205762
"151",0.0428944769215254,59.3677112891541
"152",0.042871612724276,59.6524396336291
"153",0.0428206705765157,59.5283750934955
"154",0.0428942387293735,59.4546786135109
"155",0.0428262821691516,59.6696339841748
"156",0.0428569697074519,59.5788832998999
"157",0.0432541798113095,59.2595555188605
"158",0.0429640782329385,59.4357580994603
"159",0.0429928548390437,59.4080470674497
"160",0.0430234468717127,59.2644470637443
"161",0.0427052223888523,59.8367566148215
"162",0.0426535873052486,60.0803320405104
"163",0.0427437992976394,59.9783332826604
"164",0.0428231351677528,59.6898914543278
"165",0.0430664615987118,59.4560255945621
"166",0.0430146550905077,59.5532532188971
"167",0.0430186973886188,59.7968213412374
"168",0.0427489300358572,59.5475176014326
"169",0.0429109148630515,59.4487935044788
"170",0.0429193338651288,59.5834071991179
"171",0.0430865394811543,59.5221268509153
"172",0.0428641309748355,59.5374355764771
"173",0.0429264596037613,59.6745666392444
"174",0.0428924128086707,59.4472386576545
"175",0.0430057801938393,59.473876219007
"176",0.0430943322072956,59.4463117411719
"177",0.0428352647087396,59.4514650206993
"178",0.0427436248256386,59.6174700227302
"179",0.0427050738509955,60.0218228433146
"180",0.043157039782004,59.2281969735666
"181",0.0429677596748535,59.4607754709944
"182",0.0430559542043019,59.244673507947
"183",0.0428160491894921,59.7702628837054
"184",0.0428110695034255,59.6807856314147
"185",0.0431615192580423,59.6483528429901
"186",0.0426751094176306,59.5694582974448
"187",0.0428241171719267,59.5374056132006
"188",0.0429105634913304,59.7431644680852
"189",0.043080259232698,59.4531859757241
"190",0.0429861944574791,59.5776470374111
"191",0.0428420497090513,59.3003461467278
"192",0.0430046351177503,59.4246975285941
"193",0.0430427544201784,59.5198466232528
"194",0.0430828738803982,59.1934613335139
"195",0.0429029378049703,59.6128662431998
"196",0.0428148341879021,59.8153733580431
"197",0.042662811435561,59.7570513042512
"198",0.0430238758522965,59.3922754870123
"199",0.0429835129512448,59.5147173283861
"200",0.0430216638725526,59.4738674286101
"201",0.0428893357185105,59.6997974123946
"202",0.0430097499352843,59.5276131659298
"203",0.0429339712691159,59.4635493017102
"204",0.0428298542597249,59.6265986708984
"205",0.043088678015996,59.0368622286215
"206",0.0429319579660816,59.4656119428763
"207",0.0428872968182473,59.5003620213619
"208",0.0429595964492508,59.7897078745453
"209",0.0427475807708995,59.552707625315
"210",0.0429594896475819,59.4105517027227
"211",0.0429085546292128,59.7181547587867
"212",0.0429374492257117,59.5485942966328
"213",0.0428732584254388,60.028146503772
"214",0.042838592583268,59.7597744813844
"215",0.0429128301365147,59.7338428527811
"216",0.0431349448796712,59.2817153329341
"217",0.0429942734537022,59.6302515786878
"218",0.0431061445722821,59.3543735872498
"219",0.0427335870524532,59.6123609371023
"220",0.0429239767465131,59.5370186687937
"221",0.0428108101208645,59.5170262602636
"222",0.042840935363145,59.3885601791304
"223",0.0428215079560217,59.9573969013622
"224",0.0429781111149858,60.0318077620656
"225",0.0428170433016191,59.8526562588264
"226",0.0426192226890398,59.6843246690631
"227",0.0429592513648317,59.4261577787804
"228",0.0431643517316498,59.219013708718
"229",0.0431294809460504,58.9947383574835
"230",0.042946517445787,59.6273326917418
"231",0.0425932223249564,60.093040750343
"232",0.0427799689161129,59.4242883944327
"233",0.0428629332021815,59.6017575226434
"234",0.0428241456852289,59.8393838017194
"235",0.0429547888503824,59.4902919265081
"236",0.0429540537231477,59.5013849275724
"237",0.0429369294412743,59.8026650957666
"238",0.0426201363051266,59.9160550619386
"239",0.0430015698365133,59.6618652206469
"240",0.0430682481925189,59.2259880321346
"241",0.0428650570410108,59.4979240195226
"242",0.0427860842861515,59.6586625767973
"243",0.0430205088850449,59.5558152240217
"244",0.0427606061386001,59.6109801555597
"245",0.042821925749598,59.5849971352663
"246",0.0428839341332479,59.4554980932319
"247",0.0429397933942884,59.3747875564784
"248",0.0429188045073131,59.4199513260777
"249",0.0429670412857212,59.378822648161
"250",0.0430347876664993,59.6626678246527
"251",0.0427355291733917,59.7353577704699
"252",0.0429730925579556,59.3922876516879
"253",0.0428255601862459,59.688230060612
"254",0.0428099453786417,59.7981908317706
"255",0.0429950709299412,59.7560433795912
"256",0.0430428999041603,59.5564145418997
"257",0.0427815413624456,59.7751522383196
"258",0.0429237472626282,59.6871218813246
"259",0.0427385233209315,59.5183210464642
"260",0.0430402295904561,59.4236355738071
"261",0.042990138700346,59.4575711640094
"262",0.042801260995817,59.5248245257457
"263",0.043075288339331,59.5975149820439
"264",0.0428363715873721,59.5258085665761
"265",0.0429413891743269,59.5249678233487
"266",0.0428519535124151,59.7456118911525
"267",0.0427674133025974,59.7857600292755
"268",0.0427368771239486,59.765260729223
"269",0.0428298804901154,59.7015952947405
"270",0.0428288637623053,59.6871053922709
"271",0.0428933414784882,60.0172784973079
"272",0.0428300408817226,59.6612484345461
"273",0.0427957670532486,59.5977302864763
"274",0.0429122711037448,59.6752318439028
"275",0.0429969264877553,59.7056686940414
"276",0.0428614246519909,59.531186018298
"277",0.0429168581551278,60.0168489675389
"278",0.0430876955708097,59.4164592360911
"279",0.0430454927863825,59.3023166391358
"280",0.0427850552058773,59.6862131475566
"281",0.0427569897110378,59.8681045453756
"282",0.0430429636920601,59.2682924234882
"283",0.042832372283571,59.7410749519239
"284",0.0428592012969596,59.5732581082462
"285",0.0429985297988508,59.5516512566209
"286",0.0430399419632905,59.5726058009692
"287",0.0427216496687325,60.0693050758146
"288",0.0427147522161817,60.141576871434
"289",0.042837305905308,59.914184825804
"290",0.0426897283204353,60.0897352855066
"291",0.0429485682340638,59.6089239797798
"292",0.0429155906777636,59.6553428515321
"293",0.0431747239062448,59.2934847412596
"294",0.0430457406949955,59.247428352711
"295",0.0429205217088185,59.4637295194105
"296",0.0428256251002572,59.8346492241554
"297",0.0428471792581248,59.5963164149721
"298",0.0427231470523071,59.7566947417621
"299",0.0428697961876505,59.6973919257588
"300",0.0428429088816339,59.5520639480333
"301",0.0427705271785502,59.7571914344555
"302",0.043019775769268,59.6136793505143
"303",0.0431494760483727,59.1463948950865
"304",0.0431910964129743,59.6527377673095
"305",0.0428814432436153,59.7396178359411
"306",0.0429329756427913,59.6302061937349
"307",0.0425191661439292,60.0321057497057
"308",0.0427426140325198,59.716163162099
"309",0.0430014284700149,59.3196172828317
"310",0.0428488215614373,59.656893216648
"311",0.0430018436690466,59.316248641931
"312",0.0427516658491536,59.729026156452
"313",0.0426369587272628,59.9063388628004
"314",0.042849498876299,59.5429507343187
"315",0.0427510564023032,59.4612461262817
"316",0.0429320025741561,59.3510349921937
"317",0.0427050799152428,59.7061447877894
"318",0.0428856273053794,59.5135154875933
"319",0.0427467905890895,59.8531850422936
"320",0.0430100525233423,59.3634824774582
"321",0.0431162124102199,59.4009187110568
"322",0.0431395268884442,59.3970915542583
"323",0.0428152443053348,59.6383428627914
"324",0.0428177436456086,59.7591657081151
"325",0.0429924513900421,59.3544724372524
"326",0.0430224740151014,59.6231176275701
"327",0.0429584213298339,59.4025905488126
"328",0.0426181297421956,59.8652780184334
"329",0.043002331906556,59.2811948659389
"330",0.0429296897579327,59.5386678190517
"331",0.0428842348513089,59.5909703789678
"332",0.0429815225332766,59.3821688394211
"333",0.0428256257054382,59.7410673307544
"334",0.0430863657384663,59.3779990950165
"335",0.0428987952317408,59.7966867368722
"336",0.0429571140743654,59.4974835948562
"337",0.0428717595233732,59.3377482408069
"338",0.0432130856833745,59.2879097161861
"339",0.0429769171208536,59.6788050077324
"340",0.0430649420055752,59.5060651757993
"341",0.0429679251721935,59.5719254208229
"342",0.0430173864146075,59.1890401986602
"343",0.0429489197781251,59.5185294947534
"344",0.0430902769734495,59.5032133030993
"345",0.0430164713412518,59.312404801646
"346",0.0427448360362787,59.5931597366942
"347",0.0429106289947778,59.7685215177558
"348",0.0429551000059261,59.359816811799
"349",0.0427902139553491,59.7940766543052
"350",0.0429678920818803,59.8040643569378
"351",0.0430129110535037,59.5457197148776
"352",0.0428780385391479,59.9014102316865
"353",0.0428316236545969,59.5713553514187
"354",0.04273321037933,59.7825691366869
"355",0.0427778872934033,59.9678163257857
"356",0.0426286300131409,60.0187538999493
"357",0.0431323775996611,59.1631623420192
"358",0.0427519309061056,59.5687863564197
"359",0.0428045472482106,59.6046450698172
"360",0.0430582078974188,59.2426145927243
"361",0.0427805125700395,59.8339184467158
"362",0.0429202959014314,59.4484207295979
"363",0.0429491856352144,59.4283191833693
"364",0.0428123165698094,59.6770739568593
"365",0.042863804450223,59.7014227337628
"366",0.0429697783168845,59.6530236583972
"367",0.0429353989400724,59.6869704201622
"368",0.0428149228261848,59.7655935593037
"369",0.0429696585215762,59.5314296224681
"370",0.0429639578816486,59.3739179278784
"371",0.0430885450266488,59.4616639708317
"372",0.0428147675541584,59.5414722462065
"373",0.0428032567601854,59.5649022391077
"374",0.0431942494528235,59.3292483858805
"375",0.0426632865938032,59.5767796576554
"376",0.0428030800042365,59.637401711146
"377",0.0426207092691234,59.8909053846184
"378",0.0430394701687747,59.8991267501898
"379",0.0429961621922926,59.6892773248514
"380",0.0429658262959397,59.7066944674644
"381",0.0430242344265093,59.5507448647855
"382",0.0429270439498321,59.3033844248648
"383",0.0430635325606527,59.1836283452835
"384",0.0428681350048462,59.3777059310771
"385",0.0429372479173525,59.6629054096616
"386",0.0429374736382435,59.6804618210152
"387",0.042781209049273,59.6090278848857
"388",0.0431849946470841,59.3305792813871
"389",0.0429305755640194,59.5681380510735
"390",0.0430003186282305,59.2210660183417
"391",0.0428272062657791,59.887561250898
"392",0.0431220090882685,59.3902561007099
"393",0.0430022826764517,59.6707686134868
"394",0.0428080170605538,59.7097736496587
"395",0.0429256027059753,59.3592274217094
"396",0.0430975257753817,59.4197749823975
"397",0.0428000778581467,59.8885457979439
"398",0.0429646971112233,59.4152167685888
"399",0.0429084547013244,59.6099604928708
"400",0.0430897888869382,59.1578639668502
"401",0.0428163609429567,59.559273310428
"402",0.0428756621116282,59.5891940882404
"403",0.0430351599327275,59.3337618709175
"404",0.0427266082851657,59.5892872680487
"405",0.0428457820466045,59.3798562444762
"406",0.0428602638569932,59.6760280808496
"407",0.0429550875787463,59.4339035724905
"408",0.0428839835049478,59.4294111904731
"409",0.0429054516146985,59.6880372686923
"410",0.04266896244886,59.8968944053604
"411",0.0429676534843928,59.824889186959
"412",0.0430798923443356,59.4346816961136
"413",0.0429984758080316,59.193293758967
"414",0.0427920953635499,59.7197991796143
"415",0.0431044040709275,59.5190574231211
"416",0.04296914517085,59.1401704523452
"417",0.0427815241786575,59.798322984181
"418",0.0429593698436764,59.6235355572418
"419",0.0428215903064114,59.6152378355083
"420",0.042907845471021,59.6609948275366
"421",0.0431965401474994,59.2198729944947
"422",0.0431426010692097,59.440233473295
"423",0.0429567023609554,59.4021573711292
"424",0.0426772811067746,59.7537625983612
"425",0.0429770480461469,59.7355156518199
"426",0.0428247170011762,59.6136391676573
"427",0.0430860099963622,59.2319224080059
"428",0.0428483288934074,59.5702220201091
"429",0.0430001330602784,59.3905620078378
"430",0.0428546869898208,59.5065358018953
"431",0.0429204970976863,59.7048197100538
"432",0.043057486920563,59.2917938983349
"433",0.0426421278966475,59.9874993524846
"434",0.0429632180655041,59.3405802159607
"435",0.0429670741866748,59.4819163541228
"436",0.042755530770313,59.9363108326395
"437",0.0430069502359769,59.6510431504164
"438",0.0430604275017296,59.6981826885638
"439",0.0427474438139168,59.761739132516
"440",0.0428611452865737,59.7875359921216
"441",0.0431094849177502,58.8966306683269
"442",0.0429349121467015,59.4570558719098
"443",0.0428883839456904,59.5708590763535
"444",0.0430328862690921,59.2980784486174
"445",0.0427790179090426,59.8246917741964
"446",0.042966979748708,59.4815537067658
"447",0.0426816395149567,60.0588082226007
"448",0.0427893746629272,59.7032700093706
"449",0.0427224197861293,59.8047205351309
"450",0.042768656507824,59.7942476472139
"451",0.0426289014891034,59.7404996853563
"452",0.0431330679400312,59.2430585487381
"453",0.0431028860330466,59.445475553574
"454",0.0430645039314133,59.4261704495019
"455",0.042887998220682,59.5419474847655
"456",0.0430329267057564,59.5971170178233
"457",0.0427621925795547,59.7665073072534
"458",0.0429218029653877,59.5763749881725
"459",0.0428492972318074,59.7444650169328
"460",0.0429857939266244,59.4562323311287
"461",0.0427743867858277,59.8904101596789
"462",0.0429507468930242,59.5431520345277
"463",0.0428821893712348,59.6616113939495
"464",0.0428058776571409,59.7457081031881
"465",0.0428603639494576,59.6333790684236
"466",0.0428682325164401,59.5415928732494
"467",0.04276620500739,59.7154131208482
"468",0.0429313817949372,59.8172898778449
"469",0.0429497601376965,59.652586839629
"470",0.0428963664141947,59.4757792477942
"471",0.0429497375205337,59.5816901585335
"472",0.0431010301058451,59.531774635196
"473",0.0426141908678207,59.699087614522
"474",0.0426065578784674,59.9256548615418
"475",0.0427727366925588,59.5585558740041
"476",0.0429517660206462,59.6900709971079
"477",0.0428740908115358,59.601735009795
"478",0.0428316572307618,59.4802548944004
"479",0.042924335652735,59.5698101713709
"480",0.0427184410697269,60.0081037847631
"481",0.0430649863445685,59.6623434672486
"482",0.0428094339901199,59.7347658969726
"483",0.0431195461039959,59.2012228781225
"484",0.0428681106668597,59.8345628358304
"485",0.0426749871778471,59.6975431024717
"486",0.0429722994182333,59.5217420336269
"487",0.0427623776095446,59.9993317640207
"488",0.0429658198810601,59.3477973465256
"489",0.0427415934256119,59.4844548080381
"490",0.0430169900432385,59.5215533315472
"491",0.0428769279746525,59.5154799621189
"492",0.0429818046290086,59.4848412351134
"493",0.0428412606786191,59.8934475560318
"494",0.0430289914416475,59.346997576289
"495",0.0428288470870833,59.6811605950559
"496",0.0427178506770384,59.7573195560592
"497",0.043218991781518,59.213782337493
"498",0.0429337836682008,59.6560539718443
"499",0.0428391948590813,59.3146462168759
"500",0.0428274672930584,59.7998802903998
"501",0.0428385844520682,59.7466701737646
"502",0.0429413200613863,59.3482971269829
"503",0.0430859838594567,59.5513821799153
"504",0.0428848170065686,59.6155171564861
"505",0.0428349390242785,59.5094679830676
"506",0.0428698518928924,59.8101849151295
"507",0.0431022099822594,59.2901900156399
"508",0.0431346389422,59.0661115213332
"509",0.0427870155719468,59.3145144741847
"510",0.0428681061746517,59.4430394606117
"511",0.0429687282993144,59.5172756620807
"512",0.0427892447633531,59.425225796613
"513",0.0426931665061695,59.7250420953426
"514",0.0427149477746831,59.7103344512072
"515",0.0429097300628773,59.5943674422465
"516",0.0429150023529233,59.5709923989401
"517",0.0429663805450738,59.4157299402629
"518",0.0427209754407891,59.8629343000118
"519",0.042853982426188,59.9503663808021
"520",0.0430814696189563,59.2735408373871
"521",0.0426747452892824,59.5416374215053
"522",0.0426035736060978,59.8288232435955
"523",0.0430272531724388,59.3724866655441
"524",0.0430073910169309,59.2674941941651
"525",0.0429319485590212,59.801412339488
"526",0.0429904857332344,59.7051437961728
"527",0.0429331595522339,59.5846642053741
"528",0.042835447705342,59.4899603510028
"529",0.0429563682976517,59.471434577364
"530",0.0429416921258063,59.6575016449293
"531",0.0428822913512445,59.6422249507888
"532",0.0430720286350504,59.5301930097372
"533",0.0431221149044842,59.130038801162
"534",0.0426983315202479,59.8219716684986
"535",0.0429938300289191,59.3847254537439
"536",0.0429703779252562,59.591281174254
"537",0.0431141525724299,59.7316696102498
"538",0.0429993737887935,59.6538444755709
"539",0.0429711611400803,59.8433934734684
"540",0.0429095047567645,59.5612914944052
"541",0.0428636554367952,59.6094158992003
"542",0.0426389557597542,59.7787477881695
"543",0.0429194417897709,59.6081325961225
"544",0.0429598792001148,59.606254970991
"545",0.0430053431160595,59.3428749288236
"546",0.042717350589628,59.5473412050392
"547",0.0428432243200641,59.2820154663685
"548",0.0430071075126459,59.5953827667899
"549",0.042751041232626,59.4958699567252
"550",0.0427634071968941,59.6782639946934
"551",0.043053437635006,59.336276361966
"552",0.0428430299135016,59.7172943543479
"553",0.0428281214223174,59.5755897698371
"554",0.042926412621032,59.2536924603667
"555",0.0430105215976015,59.5389188829643
"556",0.0429600737411407,59.3070858374056
"557",0.0428417279543286,59.6147951317417
"558",0.0428412609939418,59.5438973936427
"559",0.0427937790593851,59.5158085934368
"560",0.0428601452574749,59.7094156908116
"561",0.0426968327557615,59.7384277049541
"562",0.0427983383561796,59.7736522438682
"563",0.0428666030508289,59.8250770855223
"564",0.0429185546766348,59.5655910950449
"565",0.0429656794102934,59.5049907042097
"566",0.0429015837815465,59.8115164926454
"567",0.0430846405957065,59.6503942719091
"568",0.0428894584955801,59.4962667654045
"569",0.0428334315792877,59.5922065007902
"570",0.0430963884514225,59.2209521626009
"571",0.0426647702193563,59.4720014591537
"572",0.0426793909389012,59.8804237947803
"573",0.0428998147441406,59.2242312679167
"574",0.0428446738423271,59.4811027076463
"575",0.0430008576424235,59.3623591311785
"576",0.0428907723026297,59.5338166667074
"577",0.042921617236323,59.4017471586222
"578",0.0429413628704634,59.3996428199354
"579",0.0430152641142605,59.2172511433508
"580",0.0430523774753477,59.4434657976903
"581",0.0429611374283931,59.6041428111852
"582",0.0429287799086775,59.3125725076719
"583",0.042885869081441,59.587988813177
"584",0.0429334202381828,59.7542150340202
"585",0.0430251869829746,59.2440555429441
"586",0.0429221610419464,59.4503420476139
"587",0.0428033837910061,59.6777640766081
"588",0.0430373233220586,59.6769210585503
"589",0.0427873372978613,59.852786553537
"590",0.0429638760924797,59.4950747726346
"591",0.0429222877832143,59.4836983847623
"592",0.0427964850699561,59.6789239740941
"593",0.0426458262207846,59.8513185229162
"594",0.0429272904190162,59.7371293298293
"595",0.0430658407700413,59.7139081984992
"596",0.0429253632740587,59.6340207469193
"597",0.0429811833119997,59.3940409467058
"598",0.0427889178295776,59.8834548538969
"599",0.0431271019123561,59.1528365521317
"600",0.042968570784958,59.5643734805478
"601",0.0427197800995871,59.9815859823871
"602",0.0428052238952811,59.5173747518667
"603",0.0429724684400968,59.6011798176455
"604",0.0429839991536329,59.4155143462242
"605",0.0428933751916651,59.6161654276041
"606",0.042920383385203,59.3194178185071
"607",0.0427543499840345,59.6842703760038
"608",0.0431715980481248,59.3026233175077
"609",0.0429576272755497,59.6259371449056
"610",0.0431845331778024,59.2302177894838
"611",0.0428911000907355,59.6100838688709
"612",0.0428668169510108,59.6650261896991
"613",0.0428174038061972,59.382635793298
"614",0.0426716652551648,59.8047170094649
"615",0.042691287279085,59.6106416903762
"616",0.0425640971479877,59.8863979427568
"617",0.0428934827334559,59.5780390767854
"618",0.0430922771296464,59.4552747738606
"619",0.0427675202607817,59.7543147456307
"620",0.042755801852056,59.9346196675165
"621",0.0427465265332106,59.7149062680792
"622",0.0431296345226232,59.3345256869906
"623",0.0429134074480056,59.3510307134407
"624",0.0427858781074732,59.6685620197845
"625",0.0428863043493185,59.510055343445
"626",0.0428980504719744,59.323546671493
"627",0.0426436913432591,59.792480355011
"628",0.0428102694380322,59.6487279185468
"629",0.043300254030958,59.2627166231653
"630",0.0430788290675876,59.7144265995314
"631",0.0427418351575331,59.7065370162845
"632",0.0427698719535278,59.5946224824171
"633",0.0431052988378962,59.3439517823692
"634",0.0430330225763074,59.4537673059284
"635",0.0428858756142409,59.5864650947631
"636",0.0426942908309688,59.8579750382334
"637",0.0429797209133865,59.7035761034881
"638",0.0428867713922398,59.6193803914345
"639",0.0426921652466151,59.9067485222648
"640",0.0430542888675324,59.3324828942689
"641",0.0430480312923294,59.3988032313113
"642",0.0429535026692574,59.6417576787523
"643",0.043064536324979,59.1668863251048
"644",0.0427948597937972,59.7095017276321
"645",0.0430051063590138,59.3247143032583
"646",0.0431692325793958,59.4911550905086
"647",0.0427815976506893,59.6674189933085
"648",0.0428491327619548,59.9337536164293
"649",0.0428478360463146,59.6817698871062
"650",0.0430036145090387,59.8717967574134
"651",0.0428492348808442,59.9027865179386
"652",0.0428185630069222,59.9948617860941
"653",0.0427833088052463,59.7320454193724
"654",0.0430438535278612,59.4233883695948
"655",0.0427597491452327,59.7672124234794
"656",0.0429948640548136,59.7724778168654
"657",0.0431133523651819,58.8616846058423
"658",0.0429071977547482,59.6869103796725
"659",0.0429958950166611,59.5503112387737
"660",0.0429149037859824,59.4111684707711
"661",0.0427528308384113,59.8242750583317
"662",0.0427653933965013,59.6972009760127
"663",0.0427506958233803,59.7679755185578
"664",0.0428561141340978,59.529184723972
"665",0.0429651648536971,59.5940860545925
"666",0.0428430289242023,59.3129878125568
"667",0.0428462812508589,59.5029282845046
"668",0.0427961761360704,59.4697047142995
"669",0.0428643412331012,59.8217241256458
"670",0.043045462219831,59.7594656403642
"671",0.0430087059857113,59.5931693237878
"672",0.0427757255422501,59.7894387196152
"673",0.0427718788619278,59.5150892610143
"674",0.0430428335950843,59.3413610211283
"675",0.0428285465235054,59.5169495252448
"676",0.042787562324146,59.6732624315418
"677",0.0430302671683379,59.5317410845247
"678",0.0429287563860219,59.2939812872992
"679",0.042739747351259,59.8514058672296
"680",0.0428358839578286,59.5127989502046
"681",0.0428037336149419,59.7540222536347
"682",0.0430882787011201,59.2377605964525
"683",0.0428527903743372,59.924774754856
"684",0.043055284106277,59.3365837701728
"685",0.0430260827721762,59.6279503099218
"686",0.0430484630355775,59.37725530823
"687",0.0430110773235503,59.2713686304715
"688",0.0429044643402405,59.213040706946
"689",0.0429064329636128,59.1396086041984
"690",0.0427672041117769,59.6205471163405
"691",0.0429613660955096,59.3360384077372
"692",0.0429641355942625,59.729152719065
"693",0.0429389558654432,59.4222231920634
"694",0.0430598953907334,59.6353323786961
"695",0.0430097768773036,59.7822574681804
"696",0.0430451072485917,59.409641055161
"697",0.0429547264050894,59.5739762819357
"698",0.0427856296572434,59.7385533614402
"699",0.0428227048225574,59.7371260019267
"700",0.0426452341208417,59.9724252272807
"701",0.0427617543491017,59.4968841132134
"702",0.0429793339476146,59.5568704893976
"703",0.0431471420915586,59.3807296449051
"704",0.0428755948883327,59.4957663289306
"705",0.04311413580481,59.6242477537464
